utterance,speaker,gender,session,emotion
S10H-M02-R-MM01,M02,M,10,N
S10H-F02-S-FM01,F02,F,10,H
S10H-F02-S-FM03,F02,F,10,H
S10H-F02-S-MF01,F02,F,10,H
S10H-F02-S-MF02,F02,F,10,N
S10H-F02-S-MF03,F02,F,10,H
S10H-M02-S-FM01,M02,M,10,H
S10H-M02-S-FM02,M02,M,10,H
S10H-M02-S-FM03,M02,M,10,H
S10H-M02-S-MF01,M02,M,10,N
S10H-M02-S-MF02,M02,M,10,H
S10H-M02-S-MF03,M02,M,10,H
S10H-M02-S-MF04,M02,M,10,H
S10H-F02-T-FM01,F02,F,10,H
S10H-M02-T-MF01,M02,M,10,H
S10N-F02-P-FM01,F02,F,10,H
S10N-F02-P-FM02,F02,F,10,N
S10N-F02-P-MF01,F02,F,10,N
S10N-F02-P-MF02,F02,F,10,N
S10N-M02-P-FM01,M02,M,10,N
S10N-M02-P-FM02,M02,M,10,H
S10N-M02-P-MF01,M02,M,10,N
S10N-M02-P-MF02,M02,M,10,N
S10N-F02-R-FF01,F02,F,10,N
S10N-F02-S-FM01,F02,F,10,N
S10N-F02-S-FM02,F02,F,10,N
S10N-F02-S-FM03,F02,F,10,N
S10N-F02-S-MF01,F02,F,10,N
S10N-F02-S-MF02,F02,F,10,N
S10N-F02-S-MF03,F02,F,10,N
S10N-M02-S-FM01,M02,M,10,N
S10N-M02-S-FM02,M02,M,10,N
S10N-M02-S-FM03,M02,M,10,N
S10N-M02-S-MF01,M02,M,10,N
S10N-M02-S-MF02,M02,M,10,N
S10N-M02-S-MF03,M02,M,10,N
S10N-F02-T-FM01,F02,F,10,N
S10N-M02-T-MF01,M02,M,10,N
S10S-F02-P-FM01,F02,F,10,N
S10S-F02-P-MF01,F02,F,10,N
S10S-M02-P-MF01,M02,M,10,N
S10S-F02-R-FF01,F02,F,10,S
S10S-F02-R-FF02,F02,F,10,S
S10S-M02-R-MM01,M02,M,10,S
S10S-F02-S-FM01,F02,F,10,S
S10S-F02-S-FM03,F02,F,10,S
S10S-F02-S-MF01,F02,F,10,N
S10S-F02-S-MF02,F02,F,10,H
S10S-F02-S-MF03,F02,F,10,N
S10S-M02-S-FM01,M02,M,10,N
S10S-M02-S-FM02,M02,M,10,N
S10S-M02-S-MF02,M02,M,10,S
S10S-M02-S-MF03,M02,M,10,N
S10S-F02-T-FM01,F02,F,10,S
S10S-M02-T-MF01,M02,M,10,N
S11A-F02-P-FM01,F02,F,11,N
S11A-F02-P-FM02,F02,F,11,N
S11A-F02-P-FM04,F02,F,11,N
S11A-F02-P-FM05,F02,F,11,H
S11A-M02-P-FM01,M02,M,11,N
S11A-M02-P-FM02,M02,M,11,N
S11A-M02-P-FM03,M02,M,11,N
S11A-M02-P-FM04,M02,M,11,N
S11A-M02-P-FM05,M02,M,11,N
S11A-F02-R-FF01,F02,F,11,A
S11A-M02-R-MM01,M02,M,11,A
S11A-F02-S-FM01,F02,F,11,N
S11A-F02-S-MF01,F02,F,11,N
S11A-F02-S-MF02,F02,F,11,S
S11A-M02-S-FM01,M02,M,11,N
S11A-M02-S-FM02,M02,M,11,S
S11A-M02-S-MF01,M02,M,11,N
S11A-F02-T-FM01,F02,F,11,N
S11A-M02-T-MF01,M02,M,11,N
S11H-F02-P-FM02,F02,F,11,N
S11H-F02-P-FM03,F02,F,11,N
S11H-F02-P-FM04,F02,F,11,N
S11H-F02-P-MF02,F02,F,11,N
S11H-F02-P-MF03,F02,F,11,N
S11H-F02-P-MF04,F02,F,11,H
S11H-F02-P-MF05,F02,F,11,H
S11H-F02-P-MF06,F02,F,11,H
S11H-F02-P-MF07,F02,F,11,H
S11H-M02-P-FM02,M02,M,11,H
S11H-M02-P-FM03,M02,M,11,H
S11H-M02-P-MF01,M02,M,11,H
S11H-M02-P-MF02,M02,M,11,N
S11H-M02-P-MF03,M02,M,11,N
S11H-M02-P-MF04,M02,M,11,H
S11H-M02-P-MF05,M02,M,11,H
S11H-M02-P-MF06,M02,M,11,H
S11H-M02-P-MF07,M02,M,11,H
S11H-M02-P-MF08,M02,M,11,H
S11H-F02-R-FF01,F02,F,11,H
S11H-M02-R-MM01,M02,M,11,H
S11H-F02-S-FM01,F02,F,11,S
S11H-F02-S-FM02,F02,F,11,H
S11H-F02-S-FM03,F02,F,11,S
S11H-F02-S-FM04,F02,F,11,N
S11H-F02-S-MF01,F02,F,11,N
S11H-F02-S-MF02,F02,F,11,N
S11H-F02-S-MF03,F02,F,11,H
S11H-F02-S-MF04,F02,F,11,N
S11H-F02-S-MF05,F02,F,11,H
S11H-M02-S-FM01,M02,M,11,S
S11H-M02-S-FM04,M02,M,11,N
S11H-M02-S-MF01,M02,M,11,S
S11H-M02-S-MF02,M02,M,11,N
S11H-M02-S-MF04,M02,M,11,S
S11H-M02-S-MF05,M02,M,11,N
S11H-F02-T-FM01,F02,F,11,H
S11H-M02-T-MF01,M02,M,11,H
S11N-F02-P-FM01,F02,F,11,H
S11N-F02-P-FM02,F02,F,11,N
S11N-F02-P-FM03,F02,F,11,N
S11N-F02-P-FM05,F02,F,11,H
S11N-M02-P-FM01,M02,M,11,H
S11N-M02-P-FM02,M02,M,11,H
S11N-M02-P-FM03,M02,M,11,H
S11N-M02-P-FM04,M02,M,11,H
S11N-F02-R-FF01,F02,F,11,N
S11N-M02-R-MM01,M02,M,11,N
S11N-F02-S-FM01,F02,F,11,S
S11N-F02-S-FM02,F02,F,11,N
S11N-F02-S-MF01,F02,F,11,N
S11N-F02-S-MF02,F02,F,11,N
S11N-M02-S-FM01,M02,M,11,N
S11N-M02-S-FM02,M02,M,11,N
S11N-M02-S-MF01,M02,M,11,N
S11N-F02-T-FM01,F02,F,11,N
S11N-M02-T-MF01,M02,M,11,N
S11S-F02-P-FM01,F02,F,11,H
S11S-F02-P-FM02,F02,F,11,N
S11S-F02-P-MF01,F02,F,11,N
S11S-M02-P-FM01,M02,M,11,H
S11S-M02-P-MF01,M02,M,11,N
S11S-F02-R-FF01,F02,F,11,S
S11S-M02-R-MM01,M02,M,11,N
S11S-F02-S-FM01,F02,F,11,N
S11S-F02-S-FM02,F02,F,11,N
S11S-F02-S-MF01,F02,F,11,S
S11S-F02-S-MF02,F02,F,11,N
S11S-M02-S-FM01,M02,M,11,S
S11S-M02-S-MF01,M02,M,11,S
S11S-M02-S-MF02,M02,M,11,N
S11S-F02-T-FM01,F02,F,11,S
S11S-M02-T-MF01,M02,M,11,N
S12A-F02-P-FM01,F02,F,12,N
S12A-F02-P-FM02,F02,F,12,N
S12A-F02-P-FM03,F02,F,12,N
S12A-M02-P-FM02,M02,M,12,N
S12A-M02-P-FM03,M02,M,12,N
S12A-M02-P-FM04,M02,M,12,N
S12A-F02-R-FF01,F02,F,12,A
S12A-M02-R-MM01,M02,M,12,N
S12A-F02-S-FM01,F02,F,12,A
S12A-F02-S-MF01,F02,F,12,N
S12A-M02-S-FM01,M02,M,12,N
S12A-M02-S-MF01,M02,M,12,A
S12A-F02-T-FM01,F02,F,12,A
S12A-M02-T-MF01,M02,M,12,A
S12H-F02-P-FM01,F02,F,12,N
S12H-F02-P-MF01,F02,F,12,H
S12H-M02-P-FM02,M02,M,12,H
S12H-M02-P-FM03,M02,M,12,H
S12H-M02-P-MF01,M02,M,12,H
S12H-M02-P-MF02,M02,M,12,H
S12H-M02-P-MF03,M02,M,12,H
S12H-M02-P-MF04,M02,M,12,H
S12H-F02-R-FF01,F02,F,12,H
S12H-M02-R-MM01,M02,M,12,H
S12H-F02-S-FM01,F02,F,12,N
S12H-F02-S-MF01,F02,F,12,H
S12H-F02-S-MF02,F02,F,12,H
S12H-F02-S-MF03,F02,F,12,H
S12H-F02-S-MF04,F02,F,12,H
S12H-M02-S-FM01,M02,M,12,H
S12H-M02-S-MF01,M02,M,12,H
S12H-M02-S-MF02,M02,M,12,H
S12H-F02-T-FM01,F02,F,12,H
S12H-M02-T-MF01,M02,M,12,H
S12N-F02-P-FM01,F02,F,12,N
S12N-F02-P-FM02,F02,F,12,N
S12N-F02-P-MF01,F02,F,12,H
S12N-F02-P-MF02,F02,F,12,N
S12N-F02-P-MF03,F02,F,12,N
S12N-M02-P-FM01,M02,M,12,H
S12N-F02-R-FF01,F02,F,12,N
S12N-M02-R-MM01,M02,M,12,N
S12N-F02-S-FM01,F02,F,12,S
S12N-F02-S-FM02,F02,F,12,N
S12N-F02-S-MF01,F02,F,12,N
S12N-F02-S-MF02,F02,F,12,N
S12N-M02-S-FM01,M02,M,12,N
S12N-M02-S-FM02,M02,M,12,N
S12N-F02-T-FM01,F02,F,12,N
S12N-M02-T-MF01,M02,M,12,N
S12S-F02-P-FM01,F02,F,12,S
S12S-F02-P-FM02,F02,F,12,H
S12S-F02-P-FM03,F02,F,12,H
S12S-F02-P-FM04,F02,F,12,N
S12S-F02-P-FM05,F02,F,12,H
S12S-F02-P-MF01,F02,F,12,H
S12S-F02-P-MF02,F02,F,12,H
S12S-M02-P-FM01,M02,M,12,H
S12S-M02-P-FM02,M02,M,12,H
S12S-M02-P-FM03,M02,M,12,H
S12S-M02-P-FM04,M02,M,12,H
S12S-M02-P-FM05,M02,M,12,H
S12S-M02-P-MF01,M02,M,12,H
S12S-F02-R-FF01,F02,F,12,N
S12S-M02-R-MM01,M02,M,12,N
S12S-F02-S-FM01,F02,F,12,S
S12S-F02-S-MF01,F02,F,12,N
S12S-M02-S-FM01,M02,M,12,S
S12S-M02-S-FM02,M02,M,12,S
S12S-M02-S-MF01,M02,M,12,S
S12S-M02-S-MF02,M02,M,12,S
S12S-F02-T-FM01,F02,F,12,S
S12S-M02-T-MF01,M02,M,12,N
S13A-F02-P-FM01,F02,F,13,N
S13A-F02-P-FM03,F02,F,13,H
S13A-M02-P-FM01,M02,M,13,N
S13A-M02-P-FM02,M02,M,13,N
S13A-F02-R-FF01,F02,F,13,A
S13A-M02-R-MM01,M02,M,13,A
S13A-F02-S-FM01,F02,F,13,A
S13A-F02-S-MF01,F02,F,13,H
S13A-F02-S-MF02,F02,F,13,N
S13A-M02-S-FM01,M02,M,13,N
S13A-M02-S-FM02,M02,M,13,N
S13A-M02-S-MF01,M02,M,13,A
S13A-M02-S-MF02,M02,M,13,A
S13A-F02-T-FM01,F02,F,13,A
S13A-M02-T-MF01,M02,M,13,A
S13H-F02-P-FM01,F02,F,13,H
S13H-F02-P-FM02,F02,F,13,H
S13H-F02-P-FM03,F02,F,13,H
S13H-F02-P-MF01,F02,F,13,N
S13H-F02-P-MF02,F02,F,13,N
S13H-F02-P-MF03,F02,F,13,H
S13H-M02-P-FM01,M02,M,13,H
S13H-M02-P-FM02,M02,M,13,H
S13H-M02-P-FM03,M02,M,13,N
S13H-M02-P-FM04,M02,M,13,H
S13H-M02-P-MF01,M02,M,13,N
S13H-M02-P-MF02,M02,M,13,H
S13H-F02-R-FF01,F02,F,13,H
S13H-M02-R-MM01,M02,M,13,A
S13H-F02-S-FM01,F02,F,13,H
S13H-F02-S-FM02,F02,F,13,H
S13H-F02-S-FM03,F02,F,13,H
S13H-F02-S-FM04,F02,F,13,H
S13H-F02-S-MF01,F02,F,13,H
S13H-M02-S-FM01,M02,M,13,H
S13H-M02-S-MF01,M02,M,13,H
S13H-M02-S-MF02,M02,M,13,H
S13H-F02-T-FM01,F02,F,13,H
S13H-F02-T-FM02,F02,F,13,H
S13H-M02-T-MF01,M02,M,13,H
S13N-M02-P-MF01,M02,M,13,N
S13N-M02-P-MF02,M02,M,13,H
S13N-F02-R-FF01,F02,F,13,N
S13N-F02-S-FM01,F02,F,13,N
S13N-F02-S-FM02,F02,F,13,N
S13N-F02-S-MF01,F02,F,13,N
S13N-F02-S-MF02,F02,F,13,N
S13N-M02-S-FM01,M02,M,13,N
S13N-M02-S-MF01,M02,M,13,N
S13N-M02-S-MF02,M02,M,13,N
S13N-F02-T-FM01,F02,F,13,N
S13N-M02-T-MF01,M02,M,13,N
S13S-F02-P-FM01,F02,F,13,H
S13S-F02-P-FM02,F02,F,13,S
S13S-F02-P-FM03,F02,F,13,N
S13S-F02-P-MF01,F02,F,13,N
S13S-M02-P-FM01,M02,M,13,H
S13S-M02-P-FM02,M02,M,13,N
S13S-M02-P-FM03,M02,M,13,N
S13S-M02-P-MF01,M02,M,13,H
S13S-M02-R-MM01,M02,M,13,N
S13S-F02-S-FM01,F02,F,13,S
S13S-F02-S-FM02,F02,F,13,S
S13S-F02-S-MF01,F02,F,13,S
S13S-M02-S-FM01,M02,M,13,N
S13S-F02-T-FM01,F02,F,13,S
S13S-M02-T-MF01,M02,M,13,A
S14A-F02-P-FM01,F02,F,14,N
S14A-F02-P-FM02,F02,F,14,N
S14A-F02-P-FM03,F02,F,14,A
S14A-F02-P-MF01,F02,F,14,H
S14A-F02-P-MF02,F02,F,14,N
S14A-F02-P-MF03,F02,F,14,H
S14A-F02-P-MF04,F02,F,14,H
S14A-F02-P-MF05,F02,F,14,H
S14A-M02-P-FM01,M02,M,14,H
S14A-M02-P-FM02,M02,M,14,H
S14A-M02-P-FM03,M02,M,14,N
S14A-M02-P-FM05,M02,M,14,H
S14A-M02-P-MF01,M02,M,14,H
S14A-M02-P-MF02,M02,M,14,H
S14A-M02-P-MF03,M02,M,14,N
S14A-M02-P-MF04,M02,M,14,H
S14A-M02-P-MF05,M02,M,14,A
S14A-F02-R-FF01,F02,F,14,A
S14A-M02-R-MM01,M02,M,14,A
S14A-F02-S-FM01,F02,F,14,H
S14A-F02-S-FM02,F02,F,14,N
S14A-F02-S-FM03,F02,F,14,A
S14A-F02-S-FM04,F02,F,14,A
S14A-F02-S-FM05,F02,F,14,N
S14A-F02-S-FM06,F02,F,14,H
S14A-F02-S-FM07,F02,F,14,N
S14A-F02-S-FM08,F02,F,14,A
S14A-F02-S-MF01,F02,F,14,A
S14A-F02-S-MF02,F02,F,14,A
S14A-M02-S-FM02,M02,M,14,A
S14A-M02-S-FM04,M02,M,14,N
S14A-M02-S-FM05,M02,M,14,A
S14A-M02-S-FM06,M02,M,14,A
S14A-M02-S-MF01,M02,M,14,N
S14A-M02-S-MF02,M02,M,14,N
S14A-F02-T-FM01,F02,F,14,A
S14A-M02-T-MF01,M02,M,14,N
S14H-F02-P-FM01,F02,F,14,N
S14H-F02-P-MF01,F02,F,14,H
S14H-F02-P-MF02,F02,F,14,H
S14H-F02-P-MF03,F02,F,14,N
S14H-M02-P-FM01,M02,M,14,N
S14H-M02-P-FM02,M02,M,14,H
S14H-M02-P-FM03,M02,M,14,H
S14H-M02-P-FM04,M02,M,14,N
S14H-M02-P-MF01,M02,M,14,H
S14H-M02-P-MF02,M02,M,14,N
S14H-M02-P-MF03,M02,M,14,H
S14H-M02-P-MF04,M02,M,14,H
S14H-M02-P-MF05,M02,M,14,N
S14H-F02-R-FF01,F02,F,14,H
S14H-F02-S-FM01,F02,F,14,H
S14H-F02-S-FM02,F02,F,14,H
S14H-F02-S-FM03,F02,F,14,H
S14H-F02-S-MF01,F02,F,14,H
S14H-F02-S-MF02,F02,F,14,H
S14H-F02-S-MF03,F02,F,14,H
S14H-F02-S-MF04,F02,F,14,H
S14H-F02-S-MF05,F02,F,14,H
S14H-F02-S-MF06,F02,F,14,H
S14H-M02-S-FM01,M02,M,14,H
S14H-M02-S-MF01,M02,M,14,H
S14H-M02-S-MF02,M02,M,14,H
S14H-M02-S-MF03,M02,M,14,N
S14H-M02-S-MF04,M02,M,14,H
S14H-M02-S-MF05,M02,M,14,H
S14H-M02-S-MF06,M02,M,14,H
S14H-M02-S-MF07,M02,M,14,H
S14H-F02-T-FM01,F02,F,14,H
S14H-M02-T-MF01,M02,M,14,H
S14N-F02-P-FM01,F02,F,14,N
S14N-F02-P-FM02,F02,F,14,H
S14N-F02-P-MF01,F02,F,14,N
S14N-F02-P-MF02,F02,F,14,N
S14N-M02-P-MF01,M02,M,14,H
S14N-F02-R-FF01,F02,F,14,N
S14N-M02-R-MM01,M02,M,14,N
S14N-F02-S-FM01,F02,F,14,N
S14N-F02-S-FM02,F02,F,14,N
S14N-F02-S-MF01,F02,F,14,N
S14N-F02-S-MF02,F02,F,14,N
S14N-M02-S-FM01,M02,M,14,N
S14N-M02-S-FM02,M02,M,14,N
S14N-M02-S-MF01,M02,M,14,N
S14N-M02-S-MF02,M02,M,14,N
S14N-F02-T-FM01,F02,F,14,N
S14N-M02-T-MF01,M02,M,14,N
S14S-F02-P-FM01,F02,F,14,N
S14S-F02-P-FM02,F02,F,14,N
S14S-F02-P-FM03,F02,F,14,N
S14S-F02-P-FM04,F02,F,14,N
S14S-F02-P-FM05,F02,F,14,H
S14S-F02-P-FM06,F02,F,14,H
S14S-F02-P-FM07,F02,F,14,N
S14S-F02-P-MF01,F02,F,14,N
S14S-F02-P-MF02,F02,F,14,N
S14S-F02-P-MF03,F02,F,14,H
S14S-M02-P-FM01,M02,M,14,H
S14S-M02-P-FM02,M02,M,14,H
S14S-M02-P-FM03,M02,M,14,H
S14S-M02-P-FM04,M02,M,14,N
S14S-M02-P-FM05,M02,M,14,N
S14S-M02-P-FM06,M02,M,14,N
S14S-M02-P-FM07,M02,M,14,H
S14S-M02-P-FM08,M02,M,14,H
S14S-M02-P-FM09,M02,M,14,H
S14S-M02-P-MF01,M02,M,14,H
S14S-F02-R-FF01,F02,F,14,S
S14S-M02-R-MM01,M02,M,14,S
S14S-F02-S-FM03,F02,F,14,S
S14S-F02-S-FM04,F02,F,14,N
S14S-F02-S-FM05,F02,F,14,N
S14S-F02-S-FM06,F02,F,14,S
S14S-F02-S-FM07,F02,F,14,N
S14S-F02-S-MF01,F02,F,14,S
S14S-M02-S-FM01,M02,M,14,S
S14S-M02-S-FM02,M02,M,14,S
S14S-M02-S-MF02,M02,M,14,S
S14S-F02-T-FM01,F02,F,14,S
S14S-M02-T-MF01,M02,M,14,N
S15A-F02-P-FM01,F02,F,15,N
S15A-F02-P-FM02,F02,F,15,N
S15A-F02-P-MF01,F02,F,15,N
S15A-F02-P-MF03,F02,F,15,N
S15A-F02-P-MF04,F02,F,15,H
S15A-M02-P-FM01,M02,M,15,H
S15A-M02-P-MF01,M02,M,15,H
S15A-M02-P-MF02,M02,M,15,H
S15A-M02-P-MF03,M02,M,15,H
S15A-M02-P-MF04,M02,M,15,H
S15A-F02-R-FF01,F02,F,15,A
S15A-M02-R-MM01,M02,M,15,A
S15A-F02-S-FM01,F02,F,15,A
S15A-F02-S-FM02,F02,F,15,A
S15A-F02-S-FM03,F02,F,15,A
S15A-F02-S-FM04,F02,F,15,N
S15A-F02-S-MF01,F02,F,15,N
S15A-F02-S-MF02,F02,F,15,N
S15A-F02-S-MF03,F02,F,15,S
S15A-M02-S-FM02,M02,M,15,N
S15A-M02-S-FM03,M02,M,15,N
S15A-M02-S-FM04,M02,M,15,N
S15A-M02-S-MF01,M02,M,15,N
S15A-M02-S-MF02,M02,M,15,N
S15A-M02-S-MF03,M02,M,15,A
S15A-M02-S-MF04,M02,M,15,A
S15A-F02-T-FM01,F02,F,15,A
S15A-M02-T-MF01,M02,M,15,A
S15H-F02-P-FM01,F02,F,15,N
S15H-F02-P-MF01,F02,F,15,N
S15H-F02-P-MF02,F02,F,15,N
S15H-F02-P-MF03,F02,F,15,H
S15H-F02-P-MF04,F02,F,15,H
S15H-F02-P-MF05,F02,F,15,H
S15H-M02-P-FM01,M02,M,15,H
S15H-M02-P-FM02,M02,M,15,H
S15H-M02-P-MF01,M02,M,15,H
S15H-M02-P-MF02,M02,M,15,N
S15H-M02-P-MF03,M02,M,15,H
S15H-M02-P-MF04,M02,M,15,H
S15H-M02-P-MF05,M02,M,15,H
S15H-M02-P-MF06,M02,M,15,N
S15H-M02-P-MF07,M02,M,15,H
S15H-M02-P-MF08,M02,M,15,H
S15H-M02-P-MF09,M02,M,15,H
S15H-F02-R-FF01,F02,F,15,H
S15H-M02-R-MM01,M02,M,15,N
S15H-F02-S-FM01,F02,F,15,H
S15H-F02-S-MF01,F02,F,15,H
S15H-F02-S-MF02,F02,F,15,H
S15H-F02-S-MF03,F02,F,15,H
S15H-F02-S-MF04,F02,F,15,H
S15H-F02-S-MF05,F02,F,15,H
S15H-M02-S-FM01,M02,M,15,N
S15H-M02-S-MF01,M02,M,15,H
S15H-M02-S-MF02,M02,M,15,H
S15H-M02-S-MF03,M02,M,15,H
S15H-M02-S-MF04,M02,M,15,H
S15H-M02-S-MF06,M02,M,15,H
S15H-F02-T-FM01,F02,F,15,H
S15H-M02-T-MF01,M02,M,15,N
S15N-F02-P-FM01,F02,F,15,H
S15N-F02-P-FM02,F02,F,15,N
S15N-F02-P-FM03,F02,F,15,N
S15N-F02-P-MF01,F02,F,15,N
S15N-F02-P-MF02,F02,F,15,H
S15N-F02-P-MF03,F02,F,15,H
S15N-F02-P-MF04,F02,F,15,H
S15N-F02-P-MF05,F02,F,15,H
S15N-F02-P-MF06,F02,F,15,N
S15N-F02-P-MF07,F02,F,15,N
S15N-F02-P-MF08,F02,F,15,H
S15N-M02-P-FM01,M02,M,15,H
S15N-M02-P-FM02,M02,M,15,N
S15N-M02-P-MF01,M02,M,15,H
S15N-M02-P-MF02,M02,M,15,H
S15N-M02-P-MF03,M02,M,15,H
S15N-M02-P-MF04,M02,M,15,N
S15N-M02-P-MF05,M02,M,15,N
S15N-M02-P-MF06,M02,M,15,H
S15N-M02-P-MF08,M02,M,15,N
S15N-F02-R-FF01,F02,F,15,N
S15N-M02-R-MM01,M02,M,15,N
S15N-F02-S-FM01,F02,F,15,N
S15N-F02-S-FM02,F02,F,15,N
S15N-F02-S-MF01,F02,F,15,N
S15N-F02-S-MF02,F02,F,15,N
S15N-F02-S-MF04,F02,F,15,N
S15N-M02-S-FM01,M02,M,15,N
S15N-M02-S-MF01,M02,M,15,N
S15N-M02-S-MF02,M02,M,15,N
S15N-M02-S-MF03,M02,M,15,H
S15N-M02-S-MF04,M02,M,15,N
S15N-F02-T-FM01,F02,F,15,A
S15N-M02-T-MF01,M02,M,15,N
S15S-F02-P-MF01,F02,F,15,N
S15S-M02-P-MF01,M02,M,15,H
S15S-M02-P-MF02,M02,M,15,N
S15S-F02-R-FF01,F02,F,15,N
S15S-M02-R-MM01,M02,M,15,N
S15S-F02-S-FM01,F02,F,15,S
S15S-F02-S-FM02,F02,F,15,S
S15S-F02-S-MF01,F02,F,15,N
S15S-F02-S-MF02,F02,F,15,S
S15S-M02-S-FM01,M02,M,15,S
S15S-M02-S-MF01,M02,M,15,S
S15S-M02-S-MF02,M02,M,15,N
S15S-M02-S-MF03,M02,M,15,S
S15S-F02-T-FM01,F02,F,15,S
S15S-M02-T-MF01,M02,M,15,N
S16A-F02-R-FF01,F02,F,16,A
S16A-F02-R-FF02,F02,F,16,A
S16A-M02-R-MM01,M02,M,16,A
S16H-F02-R-FF01,F02,F,16,H
S16H-M02-R-MM01,M02,M,16,N
S16N-F02-R-FF01,F02,F,16,N
S16N-M02-R-MM01,M02,M,16,N
S16S-F02-R-FF01,F02,F,16,N
S16S-M02-R-MM01,M02,M,16,N
S17A-F02-R-FF01,F02,F,17,A
S17A-F02-R-FF02,F02,F,17,A
S17A-M02-R-MM01,M02,M,17,A
S17H-F02-R-FF01,F02,F,17,H
S17H-M02-R-MM01,M02,M,17,N
S17N-F02-R-FF01,F02,F,17,N
S17N-M02-R-MM01,M02,M,17,N
S17S-F02-R-FF01,F02,F,17,S
S17S-M02-R-MM01,M02,M,17,N
S18A-F02-R-FF01,F02,F,18,A
S18A-F02-R-FF02,F02,F,18,A
S18A-M02-R-MM01,M02,M,18,N
S18H-F02-R-FF01,F02,F,18,H
S18H-M02-R-MM01,M02,M,18,H
S18N-F02-R-FF01,F02,F,18,N
S18N-M02-R-MM01,M02,M,18,N
S18S-F02-R-FF01,F02,F,18,N
S19A-F02-R-FF01,F02,F,19,A
S19A-F02-R-FF02,F02,F,19,A
S19H-F02-R-FF01,F02,F,19,H
S19H-M02-R-MM01,M02,M,19,N
S19N-F02-R-FF01,F02,F,19,N
S19N-M02-R-MM01,M02,M,19,N
S19S-F02-R-FF01,F02,F,19,S
S19S-M02-R-MM01,M02,M,19,N
S20A-F02-R-FF01,F02,F,20,N
S20A-F02-R-FF02,F02,F,20,A
S20A-M02-R-MM01,M02,M,20,N
S20H-F02-R-FF01,F02,F,20,H
S20H-M02-R-MM01,M02,M,20,N
S20N-F02-R-FF01,F02,F,20,N
S20N-M02-R-MM01,M02,M,20,N
S20S-F02-R-FF01,F02,F,20,N
S20S-M02-R-MM01,M02,M,20,N
S01A-F03-P-FM01,F03,F,01,H
S01A-F03-P-FM02,F03,F,01,N
S01A-F03-P-FM03,F03,F,01,N
S01A-F03-P-FM04,F03,F,01,N
S01A-F03-P-FM05,F03,F,01,N
S01A-F03-P-FM06,F03,F,01,N
S01A-F03-P-FM07,F03,F,01,N
S01A-F03-P-MF01,F03,F,01,N
S01A-F03-P-MF02,F03,F,01,H
S01A-F03-P-MF03,F03,F,01,N
S01A-F03-P-MF04,F03,F,01,N
S01A-F03-P-MF05,F03,F,01,H
S01A-F03-P-MF06,F03,F,01,N
S01A-F03-P-MF07,F03,F,01,H
S01A-F03-P-MF08,F03,F,01,N
S01A-F03-P-MF09,F03,F,01,H
S01A-F03-P-MF11,F03,F,01,N
S01A-F03-P-MF12,F03,F,01,N
S01A-M03-P-FM01,M03,M,01,H
S01A-M03-P-FM02,M03,M,01,N
S01A-M03-P-FM03,M03,M,01,H
S01A-M03-P-MF01,M03,M,01,H
S01A-M03-P-MF02,M03,M,01,N
S01A-M03-P-MF03,M03,M,01,H
S01A-M03-P-MF04,M03,M,01,N
S01A-F03-R-FF01,F03,F,01,A
S01A-M03-R-MM01,M03,M,01,A
S01A-F03-S-FM03,F03,F,01,A
S01A-F03-S-FM04,F03,F,01,S
S01A-F03-S-FM05,F03,F,01,S
S01A-F03-S-FM06,F03,F,01,N
S01A-F03-S-MF01,F03,F,01,H
S01A-F03-S-MF02,F03,F,01,N
S01A-F03-S-MF03,F03,F,01,N
S01A-F03-S-MF04,F03,F,01,H
S01A-F03-S-MF05,F03,F,01,N
S01A-F03-S-MF06,F03,F,01,N
S01A-F03-S-MF07,F03,F,01,N
S01A-M03-S-FM02,M03,M,01,N
S01A-M03-S-FM03,M03,M,01,N
S01A-M03-S-FM04,M03,M,01,N
S01A-M03-S-FM05,M03,M,01,N
S01A-M03-S-FM06,M03,M,01,N
S01A-M03-S-FM07,M03,M,01,N
S01A-M03-S-FM09,M03,M,01,N
S01A-M03-S-MF01,M03,M,01,H
S01A-M03-S-MF02,M03,M,01,N
S01A-M03-S-MF03,M03,M,01,N
S01A-M03-S-MF04,M03,M,01,N
S01A-M03-S-MF05,M03,M,01,N
S01A-M03-S-MF06,M03,M,01,N
S01A-M03-S-MF07,M03,M,01,N
S01A-F03-T-FM01,F03,F,01,A
S01A-F03-T-FM02,F03,F,01,A
S01A-M03-T-MF01,M03,M,01,N
S01H-F03-P-FM01,F03,F,01,H
S01H-F03-P-FM02,F03,F,01,H
S01H-F03-P-FM03,F03,F,01,H
S01H-F03-P-FM04,F03,F,01,H
S01H-F03-P-FM05,F03,F,01,H
S01H-F03-P-MF01,F03,F,01,N
S01H-F03-P-MF02,F03,F,01,N
S01H-F03-P-MF03,F03,F,01,H
S01H-F03-P-MF04,F03,F,01,H
S01H-F03-P-MF05,F03,F,01,H
S01H-F03-P-MF06,F03,F,01,H
S01H-F03-P-MF07,F03,F,01,H
S01H-M03-P-FM01,M03,M,01,H
S01H-M03-P-MF01,M03,M,01,H
S01H-M03-P-MF02,M03,M,01,H
S01H-M03-P-MF03,M03,M,01,H
S01H-M03-P-MF04,M03,M,01,H
S01H-F03-R-FF01,F03,F,01,H
S01H-M03-R-MM01,M03,M,01,H
S01H-F03-S-FM01,F03,F,01,H
