utterance,speaker,gender,session,emotion
Ses01M_impro04_F021,01M,M,01,N
Ses01M_impro04_F022,01M,M,01,N
Ses01M_impro04_F023,01M,M,01,N
Ses01M_impro04_F025,01M,M,01,N
Ses01M_impro04_M014,01M,M,01,A
Ses01M_impro04_M018,01M,M,01,A
Ses01M_impro04_M023,01M,M,01,A
Ses01M_impro04_M025,01M,M,01,N
Ses01M_impro05_F000,01M,M,01,N
Ses01M_impro05_F001,01M,M,01,N
Ses01M_impro05_F002,01M,M,01,N
Ses01M_impro05_F003,01M,M,01,N
Ses01M_impro05_F004,01M,M,01,N
Ses01M_impro05_F005,01M,M,01,N
Ses01M_impro05_F006,01M,M,01,N
Ses01M_impro05_F007,01M,M,01,N
Ses01M_impro05_F011,01M,M,01,N
Ses01M_impro05_F012,01M,M,01,N
Ses01M_impro05_F013,01M,M,01,N
Ses01M_impro05_F014,01M,M,01,N
Ses01M_impro05_F015,01M,M,01,N
Ses01M_impro05_F016,01M,M,01,N
Ses01M_impro05_F017,01M,M,01,N
Ses01M_impro05_F018,01M,M,01,N
Ses01M_impro05_F019,01M,M,01,N
Ses01M_impro05_F020,01M,M,01,N
Ses01M_impro05_F021,01M,M,01,N
Ses01M_impro05_F022,01M,M,01,N
Ses01M_impro05_F023,01M,M,01,N
Ses01M_impro05_F024,01M,M,01,N
Ses01M_impro05_F025,01M,M,01,N
Ses01M_impro05_F026,01M,M,01,N
Ses01M_impro05_F027,01M,M,01,N
Ses01M_impro05_F028,01M,M,01,N
Ses01M_impro05_F029,01M,M,01,N
Ses01M_impro05_F030,01M,M,01,N
Ses01M_impro05_F031,01M,M,01,N
Ses01M_impro05_F032,01M,M,01,N
Ses01M_impro05_F033,01M,M,01,N
Ses01M_impro05_F034,01M,M,01,N
Ses01M_impro05_M004,01M,M,01,A
Ses01M_impro05_M005,01M,M,01,A
Ses01M_impro05_M006,01M,M,01,A
Ses01M_impro05_M007,01M,M,01,A
Ses01M_impro05_M008,01M,M,01,A
Ses01M_impro05_M015,01M,M,01,N
Ses01M_impro05_M020,01M,M,01,A
Ses01M_impro05_M021,01M,M,01,A
Ses01M_impro05_M022,01M,M,01,A
Ses01M_impro05_M023,01M,M,01,A
Ses01M_impro05_M024,01M,M,01,A
Ses01M_impro05_M025,01M,M,01,A
Ses01M_impro05_M026,01M,M,01,A
Ses01M_impro05_M027,01M,M,01,A
Ses01M_impro05_M028,01M,M,01,A
Ses01M_impro05_M031,01M,M,01,A
Ses01M_impro06_F000,01M,M,01,N
Ses01M_impro06_F001,01M,M,01,N
Ses01M_impro06_F002,01M,M,01,N
Ses01M_impro06_F003,01M,M,01,S
Ses01M_impro06_F004,01M,M,01,S
Ses01M_impro06_F005,01M,M,01,S
Ses01M_impro06_F006,01M,M,01,S
Ses01M_impro06_F007,01M,M,01,N
Ses01M_impro06_F008,01M,M,01,N
Ses01M_impro06_F009,01M,M,01,N
Ses01M_impro06_F010,01M,M,01,N
Ses01M_impro06_F011,01M,M,01,N
Ses01M_impro06_F012,01M,M,01,N
Ses01M_impro06_F013,01M,M,01,N
Ses01M_impro06_F014,01M,M,01,N
Ses01M_impro06_F015,01M,M,01,N
Ses01M_impro06_F016,01M,M,01,N
Ses01M_impro06_F017,01M,M,01,N
Ses01M_impro06_F018,01M,M,01,N
Ses01M_impro06_F019,01M,M,01,N
Ses01M_impro06_F020,01M,M,01,N
Ses01M_impro06_F021,01M,M,01,N
Ses01M_impro06_F022,01M,M,01,N
Ses01M_impro06_F023,01M,M,01,N
Ses01M_impro06_F024,01M,M,01,N
Ses01M_impro06_F025,01M,M,01,N
Ses01M_impro06_F026,01M,M,01,N
Ses01M_impro06_F027,01M,M,01,N
Ses01M_impro06_F028,01M,M,01,N
Ses01M_impro06_M000,01M,M,01,S
Ses01M_impro06_M001,01M,M,01,S
Ses01M_impro06_M002,01M,M,01,S
Ses01M_impro06_M003,01M,M,01,S
Ses01M_impro06_M004,01M,M,01,S
Ses01M_impro06_M005,01M,M,01,S
Ses01M_impro06_M006,01M,M,01,S
Ses01M_impro06_M007,01M,M,01,S
Ses01M_impro06_M008,01M,M,01,S
Ses01M_impro06_M009,01M,M,01,S
Ses01M_impro06_M010,01M,M,01,S
Ses01M_impro06_M011,01M,M,01,S
Ses01M_impro06_M012,01M,M,01,S
Ses01M_impro06_M013,01M,M,01,S
Ses01M_impro06_M014,01M,M,01,S
Ses01M_impro06_M015,01M,M,01,S
Ses01M_impro06_M016,01M,M,01,S
Ses01M_impro06_M017,01M,M,01,S
Ses01M_impro06_M018,01M,M,01,S
Ses01M_impro06_M019,01M,M,01,S
Ses01M_impro06_M020,01M,M,01,S
Ses01M_impro06_M021,01M,M,01,S
Ses01M_impro06_M022,01M,M,01,S
Ses01M_impro06_M023,01M,M,01,S
Ses01M_impro06_M024,01M,M,01,S
Ses01M_impro06_M025,01M,M,01,S
Ses01M_impro06_M026,01M,M,01,S
Ses01M_impro06_M027,01M,M,01,S
Ses01M_impro06_M028,01M,M,01,S
Ses01M_impro06_M029,01M,M,01,S
Ses01M_impro06_M030,01M,M,01,S
Ses01M_impro07_F000,01M,M,01,N
Ses01M_impro07_F001,01M,M,01,H
Ses01M_impro07_F003,01M,M,01,H
Ses01M_impro07_F004,01M,M,01,H
Ses01M_impro07_F005,01M,M,01,H
Ses01M_impro07_F006,01M,M,01,H
Ses01M_impro07_F007,01M,M,01,H
Ses01M_impro07_F008,01M,M,01,H
Ses01M_impro07_F009,01M,M,01,H
Ses01M_impro07_F010,01M,M,01,N
Ses01M_impro07_F011,01M,M,01,H
Ses01M_impro07_F012,01M,M,01,N
Ses01M_impro07_F013,01M,M,01,H
Ses01M_impro07_F014,01M,M,01,H
Ses01M_impro07_F015,01M,M,01,H
Ses01M_impro07_F016,01M,M,01,H
Ses01M_impro07_F018,01M,M,01,H
Ses01M_impro07_F020,01M,M,01,N
Ses01M_impro07_F021,01M,M,01,H
Ses01M_impro07_F022,01M,M,01,H
Ses01M_impro07_F023,01M,M,01,H
Ses01M_impro07_F024,01M,M,01,H
Ses01M_impro07_F025,01M,M,01,H
Ses01M_impro07_F026,01M,M,01,H
Ses01M_impro07_F027,01M,M,01,H
Ses01M_impro07_F033,01M,M,01,H
Ses01M_impro07_F034,01M,M,01,H
Ses01M_impro07_M000,01M,M,01,H
Ses01M_impro07_M001,01M,M,01,H
Ses01M_impro07_M002,01M,M,01,H
Ses01M_impro07_M003,01M,M,01,H
Ses01M_impro07_M004,01M,M,01,H
Ses01M_impro07_M005,01M,M,01,H
Ses01M_impro07_M006,01M,M,01,H
Ses01M_impro07_M007,01M,M,01,H
Ses01M_impro07_M008,01M,M,01,H
Ses01M_impro07_M009,01M,M,01,H
Ses01M_impro07_M010,01M,M,01,H
Ses01M_impro07_M011,01M,M,01,H
Ses01M_impro07_M013,01M,M,01,H
Ses01M_impro07_M017,01M,M,01,H
Ses01M_impro07_M018,01M,M,01,H
Ses01M_impro07_M019,01M,M,01,H
Ses01M_impro07_M020,01M,M,01,N
Ses01M_impro07_M024,01M,M,01,H
Ses01M_impro07_M026,01M,M,01,N
Ses01M_impro07_M030,01M,M,01,N
Ses01M_impro07_M032,01M,M,01,H
Ses01M_impro07_M033,01M,M,01,H
Ses01M_script01_1_F004,01M,M,01,S
Ses01M_script01_1_F005,01M,M,01,S
Ses01M_script01_1_F006,01M,M,01,S
Ses01M_script01_1_F008,01M,M,01,A
Ses01M_script01_1_F011,01M,M,01,A
Ses01M_script01_1_F014,01M,M,01,A
Ses01M_script01_1_F015,01M,M,01,A
Ses01M_script01_1_F016,01M,M,01,A
Ses01M_script01_1_F017,01M,M,01,A
Ses01M_script01_1_F020,01M,M,01,A
Ses01M_script01_1_F023,01M,M,01,A
Ses01M_script01_1_F024,01M,M,01,A
Ses01M_script01_1_F025,01M,M,01,N
Ses01M_script01_1_F026,01M,M,01,N
Ses01M_script01_1_F029,01M,M,01,A
Ses01M_script01_1_F030,01M,M,01,A
Ses01M_script01_1_F031,01M,M,01,S
Ses01M_script01_1_F032,01M,M,01,A
Ses01M_script01_1_F035,01M,M,01,A
Ses01M_script01_1_F036,01M,M,01,A
Ses01M_script01_1_F037,01M,M,01,A
Ses01M_script01_1_F039,01M,M,01,A
Ses01M_script01_1_F040,01M,M,01,A
Ses01M_script01_1_F041,01M,M,01,A
Ses01M_script01_1_F042,01M,M,01,A
Ses01M_script01_1_F043,01M,M,01,A
Ses01M_script01_1_M000,01M,M,01,N
Ses01M_script01_1_M002,01M,M,01,N
Ses01M_script01_1_M003,01M,M,01,S
Ses01M_script01_1_M004,01M,M,01,S
Ses01M_script01_1_M005,01M,M,01,S
Ses01M_script01_1_M006,01M,M,01,S
Ses01M_script01_1_M007,01M,M,01,S
Ses01M_script01_1_M017,01M,M,01,N
Ses01M_script01_1_M020,01M,M,01,A
Ses01M_script01_1_M021,01M,M,01,A
Ses01M_script01_1_M023,01M,M,01,A
Ses01M_script01_1_M024,01M,M,01,S
Ses01M_script01_1_M034,01M,M,01,A
Ses01M_script01_1_M035,01M,M,01,A
Ses01M_script01_1_M037,01M,M,01,N
Ses01M_script01_1_M038,01M,M,01,S
Ses01M_script01_1_M040,01M,M,01,S
Ses01M_script01_1_M041,01M,M,01,A
Ses01M_script01_1_M042,01M,M,01,S
Ses01M_script01_2_F000,01M,M,01,A
Ses01M_script01_2_F001,01M,M,01,A
Ses01M_script01_2_F004,01M,M,01,A
Ses01M_script01_2_F005,01M,M,01,A
Ses01M_script01_2_F009,01M,M,01,A
Ses01M_script01_2_F011,01M,M,01,A
Ses01M_script01_2_F012,01M,M,01,A
Ses01M_script01_2_F013,01M,M,01,A
Ses01M_script01_2_M000,01M,M,01,N
Ses01M_script01_2_M001,01M,M,01,N
Ses01M_script01_2_M007,01M,M,01,N
Ses01M_script01_2_M015,01M,M,01,A
Ses01M_script01_2_M016,01M,M,01,A
Ses01M_script01_2_M017,01M,M,01,A
Ses01M_script01_3_F000,01M,M,01,N
Ses01M_script01_3_F001,01M,M,01,N
Ses01M_script01_3_F003,01M,M,01,S
Ses01M_script01_3_F004,01M,M,01,N
Ses01M_script01_3_F005,01M,M,01,S
Ses01M_script01_3_F006,01M,M,01,S
Ses01M_script01_3_F008,01M,M,01,N
Ses01M_script01_3_F012,01M,M,01,N
Ses01M_script01_3_F014,01M,M,01,H
Ses01M_script01_3_F015,01M,M,01,H
Ses01M_script01_3_F016,01M,M,01,H
Ses01M_script01_3_F018,01M,M,01,S
Ses01M_script01_3_F019,01M,M,01,S
Ses01M_script01_3_F021,01M,M,01,S
Ses01M_script01_3_F022,01M,M,01,S
Ses01M_script01_3_F023,01M,M,01,S
Ses01M_script01_3_F024,01M,M,01,S
Ses01M_script01_3_F025,01M,M,01,S
Ses01M_script01_3_F026,01M,M,01,S
Ses01M_script01_3_F030,01M,M,01,H
Ses01M_script01_3_M000,01M,M,01,H
Ses01M_script01_3_M001,01M,M,01,H
Ses01M_script01_3_M002,01M,M,01,S
Ses01M_script01_3_M004,01M,M,01,N
Ses01M_script01_3_M006,01M,M,01,N
Ses01M_script01_3_M007,01M,M,01,N
Ses01M_script01_3_M009,01M,M,01,H
Ses01M_script01_3_M014,01M,M,01,N
Ses01M_script01_3_M016,01M,M,01,H
Ses01M_script01_3_M018,01M,M,01,H
Ses01M_script01_3_M019,01M,M,01,H
Ses01M_script01_3_M020,01M,M,01,S
Ses01M_script01_3_M021,01M,M,01,S
Ses01M_script01_3_M022,01M,M,01,S
Ses01M_script01_3_M023,01M,M,01,S
Ses01M_script01_3_M024,01M,M,01,S
Ses01M_script01_3_M025,01M,M,01,S
Ses01M_script01_3_M026,01M,M,01,S
Ses01M_script01_3_M027,01M,M,01,S
Ses01M_script01_3_M028,01M,M,01,S
Ses01M_script01_3_M029,01M,M,01,S
Ses01M_script01_3_M030,01M,M,01,S
Ses01M_script01_3_M031,01M,M,01,S
Ses01M_script01_3_M032,01M,M,01,S
Ses01M_script01_3_M033,01M,M,01,S
Ses01M_script01_3_M034,01M,M,01,S
Ses01M_script01_3_M035,01M,M,01,S
Ses01M_script01_3_M036,01M,M,01,S
Ses01M_script01_3_M037,01M,M,01,S
Ses01M_script01_3_M038,01M,M,01,S
Ses01M_script01_3_M039,01M,M,01,S
Ses01M_script01_3_M040,01M,M,01,S
Ses01M_script01_3_M041,01M,M,01,S
Ses01M_script01_3_M043,01M,M,01,H
Ses01M_script02_1_F005,01M,M,01,A
Ses01M_script02_1_F007,01M,M,01,N
Ses01M_script02_1_F008,01M,M,01,N
Ses01M_script02_1_F009,01M,M,01,H
Ses01M_script02_1_F014,01M,M,01,A
Ses01M_script02_1_F017,01M,M,01,A
Ses01M_script02_1_F021,01M,M,01,A
Ses01M_script02_1_F022,01M,M,01,A
Ses01M_script02_1_F023,01M,M,01,A
Ses01M_script02_1_M000,01M,M,01,H
Ses01M_script02_1_M001,01M,M,01,H
Ses01M_script02_1_M002,01M,M,01,H
Ses01M_script02_1_M004,01M,M,01,H
Ses01M_script02_1_M005,01M,M,01,H
Ses01M_script02_1_M007,01M,M,01,N
Ses01M_script02_1_M009,01M,M,01,N
Ses01M_script02_1_M010,01M,M,01,N
Ses01M_script02_1_M011,01M,M,01,N
Ses01M_script02_1_M014,01M,M,01,H
Ses01M_script02_1_M016,01M,M,01,H
Ses01M_script02_1_M017,01M,M,01,H
Ses01M_script02_1_M022,01M,M,01,N
Ses01M_script02_1_M023,01M,M,01,N
Ses01M_script02_1_M028,01M,M,01,A
Ses01M_script02_1_M030,01M,M,01,N
Ses01M_script02_1_M031,01M,M,01,H
Ses01M_script02_1_M032,01M,M,01,H
Ses01M_script02_1_M037,01M,M,01,N
Ses01M_script02_1_M039,01M,M,01,N
Ses01M_script02_1_M040,01M,M,01,H
Ses01M_script02_1_M041,01M,M,01,H
Ses01M_script02_1_M042,01M,M,01,H
Ses01M_script02_1_M043,01M,M,01,H
Ses01M_script02_1_M044,01M,M,01,H
Ses01M_script02_1_M045,01M,M,01,H
Ses01M_script02_1_M046,01M,M,01,H
Ses01M_script02_2_F000,01M,M,01,N
Ses01M_script02_2_F010,01M,M,01,A
Ses01M_script02_2_F011,01M,M,01,A
Ses01M_script02_2_F013,01M,M,01,A
Ses01M_script02_2_F014,01M,M,01,A
Ses01M_script02_2_F015,01M,M,01,A
Ses01M_script02_2_F016,01M,M,01,A
Ses01M_script02_2_F019,01M,M,01,N
Ses01M_script02_2_F022,01M,M,01,S
Ses01M_script02_2_F024,01M,M,01,S
Ses01M_script02_2_F025,01M,M,01,S
Ses01M_script02_2_F026,01M,M,01,S
Ses01M_script02_2_F030,01M,M,01,A
Ses01M_script02_2_F031,01M,M,01,A
Ses01M_script02_2_F032,01M,M,01,A
Ses01M_script02_2_F033,01M,M,01,S
Ses01M_script02_2_F034,01M,M,01,S
Ses01M_script02_2_F035,01M,M,01,S
Ses01M_script02_2_F036,01M,M,01,S
Ses01M_script02_2_F037,01M,M,01,S
Ses01M_script02_2_F040,01M,M,01,S
Ses01M_script02_2_F044,01M,M,01,H
Ses01M_script02_2_F045,01M,M,01,H
Ses01M_script02_2_F046,01M,M,01,S
Ses01M_script02_2_F047,01M,M,01,N
Ses01M_script02_2_M001,01M,M,01,H
Ses01M_script02_2_M002,01M,M,01,H
Ses01M_script02_2_M003,01M,M,01,H
Ses01M_script02_2_M008,01M,M,01,N
Ses01M_script02_2_M013,01M,M,01,N
Ses01M_script02_2_M019,01M,M,01,N
Ses01M_script02_2_M020,01M,M,01,N
Ses01M_script02_2_M021,01M,M,01,N
Ses01M_script02_2_M022,01M,M,01,N
Ses01M_script02_2_M023,01M,M,01,N
Ses01M_script02_2_M025,01M,M,01,N
Ses01M_script02_2_M027,01M,M,01,N
Ses01M_script02_2_M028,01M,M,01,N
Ses01M_script02_2_M029,01M,M,01,N
Ses01M_script02_2_M030,01M,M,01,N
Ses01M_script02_2_M033,01M,M,01,A
Ses01M_script02_2_M035,01M,M,01,A
Ses01M_script02_2_M037,01M,M,01,S
Ses01M_script02_2_M038,01M,M,01,S
Ses01M_script02_2_M039,01M,M,01,N
Ses01M_script02_2_M040,01M,M,01,N
Ses01M_script02_2_M041,01M,M,01,S
Ses01M_script02_2_M042,01M,M,01,S
Ses01M_script02_2_M043,01M,M,01,S
Ses01M_script02_2_M044,01M,M,01,S
Ses01M_script02_2_M045,01M,M,01,S
Ses01M_script02_2_M049,01M,M,01,H
Ses01M_script02_2_M050,01M,M,01,N
Ses01M_script02_2_M051,01M,M,01,N
Ses01M_script02_2_M052,01M,M,01,H
Ses01M_script02_2_M053,01M,M,01,H
Ses01M_script02_2_M054,01M,M,01,N
Ses01M_script03_1_F003,01M,M,01,H
Ses01M_script03_1_F004,01M,M,01,H
Ses01M_script03_1_F007,01M,M,01,H
Ses01M_script03_1_F008,01M,M,01,H
Ses01M_script03_1_F009,01M,M,01,H
Ses01M_script03_1_F010,01M,M,01,H
Ses01M_script03_1_F011,01M,M,01,H
Ses01M_script03_1_F014,01M,M,01,H
Ses01M_script03_1_F015,01M,M,01,H
Ses01M_script03_1_F017,01M,M,01,H
Ses01M_script03_1_F018,01M,M,01,H
Ses01M_script03_1_F019,01M,M,01,H
Ses01M_script03_1_F021,01M,M,01,H
Ses01M_script03_1_F024,01M,M,01,H
Ses01M_script03_1_F030,01M,M,01,H
Ses01M_script03_1_F031,01M,M,01,H
Ses01M_script03_1_F034,01M,M,01,H
Ses01M_script03_1_F036,01M,M,01,H
Ses01M_script03_1_F037,01M,M,01,H
Ses01M_script03_1_F038,01M,M,01,H
Ses01M_script03_1_F039,01M,M,01,H
Ses01M_script03_1_F040,01M,M,01,H
Ses01M_script03_1_F041,01M,M,01,H
Ses01M_script03_1_M004,01M,M,01,H
Ses01M_script03_1_M010,01M,M,01,H
Ses01M_script03_1_M011,01M,M,01,H
Ses01M_script03_1_M012,01M,M,01,H
Ses01M_script03_1_M013,01M,M,01,H
Ses01M_script03_1_M014,01M,M,01,S
Ses01M_script03_1_M016,01M,M,01,H
Ses01M_script03_1_M017,01M,M,01,H
Ses01M_script03_1_M019,01M,M,01,H
Ses01M_script03_1_M021,01M,M,01,H
Ses01M_script03_1_M022,01M,M,01,H
Ses01M_script03_1_M028,01M,M,01,H
Ses01M_script03_1_M029,01M,M,01,H
Ses01M_script03_1_M030,01M,M,01,H
Ses01M_script03_1_M031,01M,M,01,H
Ses01M_script03_1_M033,01M,M,01,H
Ses01M_script03_1_M037,01M,M,01,H
Ses01M_script03_1_M039,01M,M,01,H
Ses01M_script03_1_M040,01M,M,01,H
Ses01M_script03_1_M041,01M,M,01,H
Ses01M_script03_2_F006,01M,M,01,N
Ses01M_script03_2_F010,01M,M,01,N
Ses01M_script03_2_F011,01M,M,01,A
Ses01M_script03_2_F015,01M,M,01,A
Ses01M_script03_2_F017,01M,M,01,A
Ses01M_script03_2_F022,01M,M,01,A
Ses01M_script03_2_F023,01M,M,01,A
Ses01M_script03_2_F024,01M,M,01,A
Ses01M_script03_2_F025,01M,M,01,A
Ses01M_script03_2_F026,01M,M,01,A
Ses01M_script03_2_F027,01M,M,01,A
Ses01M_script03_2_F028,01M,M,01,A
Ses01M_script03_2_F029,01M,M,01,A
Ses01M_script03_2_F030,01M,M,01,A
Ses01M_script03_2_F031,01M,M,01,A
Ses01M_script03_2_F033,01M,M,01,A
Ses01M_script03_2_F034,01M,M,01,A
Ses01M_script03_2_F035,01M,M,01,A
Ses01M_script03_2_F036,01M,M,01,A
Ses01M_script03_2_F037,01M,M,01,A
Ses01M_script03_2_F038,01M,M,01,A
Ses01M_script03_2_F039,01M,M,01,A
Ses01M_script03_2_F040,01M,M,01,A
Ses01M_script03_2_F041,01M,M,01,A
Ses01M_script03_2_M012,01M,M,01,N
Ses01M_script03_2_M013,01M,M,01,N
Ses01M_script03_2_M018,01M,M,01,N
Ses01M_script03_2_M022,01M,M,01,A
Ses01M_script03_2_M023,01M,M,01,A
Ses01M_script03_2_M024,01M,M,01,A
Ses01M_script03_2_M025,01M,M,01,A
Ses01M_script03_2_M026,01M,M,01,A
Ses01M_script03_2_M027,01M,M,01,A
Ses01M_script03_2_M028,01M,M,01,A
Ses01M_script03_2_M029,01M,M,01,A
Ses01M_script03_2_M030,01M,M,01,A
Ses01M_script03_2_M031,01M,M,01,A
Ses01M_script03_2_M032,01M,M,01,A
Ses01M_script03_2_M033,01M,M,01,A
Ses01M_script03_2_M034,01M,M,01,A
Ses01M_script03_2_M035,01M,M,01,A
Ses01M_script03_2_M036,01M,M,01,A
Ses01M_script03_2_M037,01M,M,01,A
Ses01M_script03_2_M038,01M,M,01,A
Ses01M_script03_2_M039,01M,M,01,A
Ses01M_script03_2_M040,01M,M,01,A
Ses01M_script03_2_M041,01M,M,01,A
Ses01M_script03_2_M042,01M,M,01,A
Ses01M_script03_2_M043,01M,M,01,A
Ses02F_impro01_F000,02F,F,02,N
Ses02F_impro01_F018,02F,F,02,A
Ses02F_impro01_F019,02F,F,02,A
Ses02F_impro01_F020,02F,F,02,A
Ses02F_impro01_F021,02F,F,02,A
Ses02F_impro01_M000,02F,F,02,N
Ses02F_impro01_M001,02F,F,02,N
Ses02F_impro01_M002,02F,F,02,N
Ses02F_impro01_M004,02F,F,02,N
Ses02F_impro01_M017,02F,F,02,A
Ses02F_impro01_M019,02F,F,02,A
Ses02F_impro02_F000,02F,F,02,S
Ses02F_impro02_F001,02F,F,02,S
Ses02F_impro02_F002,02F,F,02,S
Ses02F_impro02_F003,02F,F,02,S
Ses02F_impro02_F004,02F,F,02,S
Ses02F_impro02_F005,02F,F,02,S
Ses02F_impro02_F006,02F,F,02,S
Ses02F_impro02_F007,02F,F,02,S
Ses02F_impro02_F008,02F,F,02,S
Ses02F_impro02_F009,02F,F,02,S
Ses02F_impro02_F010,02F,F,02,S
Ses02F_impro02_F011,02F,F,02,S
Ses02F_impro02_F012,02F,F,02,S
Ses02F_impro02_F013,02F,F,02,S
Ses02F_impro02_M007,02F,F,02,S
Ses02F_impro02_M012,02F,F,02,S
Ses02F_impro03_F000,02F,F,02,H
Ses02F_impro03_F001,02F,F,02,H
Ses02F_impro03_F004,02F,F,02,H
Ses02F_impro03_F009,02F,F,02,H
Ses02F_impro03_F011,02F,F,02,H
Ses02F_impro03_F012,02F,F,02,H
Ses02F_impro03_F013,02F,F,02,H
Ses02F_impro03_F014,02F,F,02,H
Ses02F_impro03_F015,02F,F,02,H
Ses02F_impro03_F016,02F,F,02,H
Ses02F_impro03_F017,02F,F,02,H
Ses02F_impro03_F018,02F,F,02,H
Ses02F_impro03_F019,02F,F,02,H
Ses02F_impro03_F021,02F,F,02,H
Ses02F_impro03_F023,02F,F,02,H
Ses02F_impro03_F024,02F,F,02,H
Ses02F_impro03_F026,02F,F,02,H
Ses02F_impro03_F027,02F,F,02,H
Ses02F_impro03_F028,02F,F,02,H
Ses02F_impro03_F029,02F,F,02,H
Ses02F_impro03_F030,02F,F,02,H
Ses02F_impro03_M001,02F,F,02,N
Ses02F_impro03_M004,02F,F,02,H
Ses02F_impro03_M005,02F,F,02,H
Ses02F_impro03_M009,02F,F,02,H
Ses02F_impro03_M010,02F,F,02,H
Ses02F_impro03_M011,02F,F,02,H
Ses02F_impro03_M012,02F,F,02,H
Ses02F_impro03_M013,02F,F,02,N
Ses02F_impro03_M014,02F,F,02,N
Ses02F_impro03_M015,02F,F,02,N
Ses02F_impro03_M016,02F,F,02,N
Ses02F_impro03_M017,02F,F,02,N
Ses02F_impro03_M018,02F,F,02,N
Ses02F_impro03_M019,02F,F,02,H
Ses02F_impro03_M020,02F,F,02,H
Ses02F_impro03_M022,02F,F,02,H
Ses02F_impro03_M023,02F,F,02,H
Ses02F_impro03_M024,02F,F,02,H
Ses02F_impro03_M025,02F,F,02,H
Ses02F_impro03_M026,02F,F,02,H
Ses02F_impro04_F009,02F,F,02,S
Ses02F_impro04_F016,02F,F,02,S
Ses02F_impro04_M000,02F,F,02,N
Ses02F_impro04_M001,02F,F,02,N
Ses02F_impro04_M003,02F,F,02,N
Ses02F_impro04_M004,02F,F,02,N
Ses02F_impro04_M005,02F,F,02,N
Ses02F_impro04_M006,02F,F,02,N
Ses02F_impro04_M007,02F,F,02,N
Ses02F_impro04_M008,02F,F,02,N
Ses02F_impro04_M009,02F,F,02,N
Ses02F_impro04_M010,02F,F,02,N
Ses02F_impro04_M011,02F,F,02,N
Ses02F_impro04_M012,02F,F,02,N
Ses02F_impro04_M013,02F,F,02,N
Ses02F_impro04_M015,02F,F,02,N
Ses02F_impro04_M016,02F,F,02,N
Ses02F_impro04_M017,02F,F,02,N
Ses02F_impro04_M018,02F,F,02,N
Ses02F_impro04_M019,02F,F,02,N
Ses02F_impro05_F000,02F,F,02,N
Ses02F_impro05_F001,02F,F,02,N
Ses02F_impro05_F004,02F,F,02,N
Ses02F_impro05_F006,02F,F,02,A
Ses02F_impro05_F010,02F,F,02,A
Ses02F_impro05_F019,02F,F,02,A
Ses02F_impro05_M000,02F,F,02,N
Ses02F_impro05_M001,02F,F,02,N
Ses02F_impro05_M002,02F,F,02,N
Ses02F_impro05_M003,02F,F,02,N
Ses02F_impro05_M004,02F,F,02,N
Ses02F_impro05_M005,02F,F,02,N
Ses02F_impro05_M006,02F,F,02,N
Ses02F_impro05_M007,02F,F,02,N
Ses02F_impro05_M008,02F,F,02,N
Ses02F_impro05_M009,02F,F,02,N
Ses02F_impro05_M010,02F,F,02,N
Ses02F_impro05_M011,02F,F,02,N
Ses02F_impro05_M012,02F,F,02,N
Ses02F_impro05_M013,02F,F,02,N
Ses02F_impro05_M014,02F,F,02,N
Ses02F_impro05_M015,02F,F,02,N
Ses02F_impro05_M016,02F,F,02,N
Ses02F_impro05_M017,02F,F,02,N
Ses02F_impro05_M018,02F,F,02,N
Ses02F_impro05_M019,02F,F,02,N
Ses02F_impro05_M020,02F,F,02,N
Ses02F_impro05_M021,02F,F,02,N
Ses02F_impro06_F000,02F,F,02,S
Ses02F_impro06_F001,02F,F,02,S
Ses02F_impro06_F002,02F,F,02,S
Ses02F_impro06_F003,02F,F,02,S
Ses02F_impro06_F004,02F,F,02,S
Ses02F_impro06_F005,02F,F,02,S
Ses02F_impro06_F006,02F,F,02,S
Ses02F_impro06_F007,02F,F,02,S
Ses02F_impro06_F008,02F,F,02,S
Ses02F_impro06_F009,02F,F,02,S
Ses02F_impro06_F010,02F,F,02,S
Ses02F_impro06_F011,02F,F,02,S
Ses02F_impro06_F012,02F,F,02,S
Ses02F_impro06_F013,02F,F,02,S
Ses02F_impro06_F014,02F,F,02,S
Ses02F_impro06_M000,02F,F,02,N
Ses02F_impro06_M001,02F,F,02,N
Ses02F_impro06_M002,02F,F,02,N
Ses02F_impro06_M003,02F,F,02,N
Ses02F_impro06_M004,02F,F,02,N
Ses02F_impro06_M005,02F,F,02,N
Ses02F_impro06_M006,02F,F,02,N
Ses02F_impro06_M007,02F,F,02,N
Ses02F_impro06_M008,02F,F,02,N
Ses02F_impro06_M009,02F,F,02,N
Ses02F_impro06_M010,02F,F,02,N
Ses02F_impro06_M011,02F,F,02,N
Ses02F_impro06_M012,02F,F,02,N
Ses02F_impro06_M013,02F,F,02,N
Ses02F_impro06_M014,02F,F,02,N
Ses02F_impro06_M015,02F,F,02,N
Ses02F_impro06_M016,02F,F,02,N
Ses02F_impro06_M017,02F,F,02,N
Ses02F_impro06_M018,02F,F,02,N
Ses02F_impro06_M019,02F,F,02,N
Ses02F_impro07_F001,02F,F,02,H
Ses02F_impro07_F002,02F,F,02,H
Ses02F_impro07_F003,02F,F,02,H
Ses02F_impro07_F004,02F,F,02,H
Ses02F_impro07_F005,02F,F,02,H
Ses02F_impro07_F006,02F,F,02,H
Ses02F_impro07_F007,02F,F,02,H
Ses02F_impro07_F008,02F,F,02,H
